chr6	291130	292130	DUSP22
chr6	391252	392252	IRF4
chr6	656600	657600	HUS1B
chr6	692639	693639	EXOC2
chr6	1311598	1312598	FOXQ1
chr6	1389076	1390076	FOXF2
chr6	1609415	1610415	FOXC1
chr6	2245105	2246105	GMDS
chr6	2750422	2751422	MYLK4
chr6	2764893	2765893	WRNIP1
chr6	2841459	2842459	SERPINB1
chr6	2902809	2903809	SERPINB9
chr6	2971665	2972665	SERPINB6
chr6	2987487	2988487	NQO2
chr6	3063324	3064324	RIPK1
chr6	3117874	3118874	BPHL
chr6	3157044	3158044	TUBB2A
chr6	3230903	3231903	PSMG4
chr6	3231230	3232230	TUBB2B
chr6	3456550	3457550	SLC22A23
chr6	3751213	3752213	PXDC1
chr6	3848873	3849873	FAM50B
chr6	4020767	4021767	PRPF4B
chr6	4086844	4087844	FAM217A
chr6	4135097	4136097	ECI2
chr6	4705659	4706659	CDYL
chr6	5003563	5004563	RPP40
chr6	5084841	5085841	PPP1R3G
chr6	5260450	5261450	LYRM4
chr6	5260544	5261544	FARS2
chr6	6007105	6008105	NRN1
chr6	6320513	6321513	F13A1
chr6	6587608	6588608	LY86
chr6	7107097	7108097	RREB1
chr6	7346946	7347946	SSR1
chr6	7389242	7390242	CAGE1
chr6	7389293	7390293	RIOK1
chr6	7541117	7542117	DSP
chr6	7589698	7590698	SNRNP48
chr6	7725599	7726599	BMP6
chr6	7910288	7911288	TXNDC5
chr6	8063864	8064864	BLOC1S5-TXNDC5
chr6	8063896	8064896	BLOC1S5
chr6	8102030	8103030	EEF1E1-BLOC1S5
chr6	8102059	8103059	EEF1E1
chr6	8435061	8436061	SLC35B3
chr6	10419159	10420159	TFAP2A
chr6	10491723	10492723	GCNT2
chr6	10694297	10695297	C6orf52
chr6	10694472	10695472	PAK1IP1
chr6	10722415	10723415	TMEM14C
chr6	10747259	10748259	TMEM14B
chr6	10747294	10748294	ENSG00000272162
chr6	10838053	10839053	MAK
chr6	10881541	10882541	GCM2
chr6	10886331	10887331	SYCP2L
chr6	11043805	11044805	ELOVL2
chr6	11093334	11094334	SMIM13
chr6	11111225	11112225	ERVFRD-1
chr6	11381848	11382848	NEDD9
chr6	11537249	11538249	TMEM170B
chr6	11806546	11807546	ADTRP
chr6	12008262	12009262	HIVEP1
chr6	12289861	12290861	EDN1
chr6	12715812	12716812	PHACTR1
chr6	13328083	13329083	TBC1D7
chr6	13487162	13488162	GFOD1
chr6	13573727	13574727	SIRT5
chr6	13614835	13615835	NOL7
chr6	13711335	13712335	RANBP9
chr6	13814068	13815068	MCUR1
chr6	13923946	13924946	RNF182
chr6	14116756	14117756	CD83
chr6	15245569	15246569	JARID2
chr6	15662558	15663558	DTNBP1
chr6	16128586	16129586	MYLIP
chr6	16238087	16239087	GMPR
chr6	16327931	16328931	ENSG00000288708
chr6	16760991	16761991	ATXN1
chr6	17101550	17102550	STMND1
chr6	17280861	17281861	RBM24
chr6	17393095	17394095	CAP2
chr6	17599802	17600802	FAM8A1
chr6	17706425	17707425	NUP153
chr6	17987135	17988135	KIF13A
chr6	18122177	18123177	NHLRC1
chr6	18154577	18155577	TPMT
chr6	18154829	18155829	KDM1B
chr6	18264048	18265048	DEK
chr6	18386850	18387850	RNF144B
chr6	19836870	19837870	ID4
chr6	20211969	20212969	MBOAT1
chr6	20401379	20402379	E2F3
chr6	20533957	20534957	CDKAL1
chr6	21593251	21594251	SOX4
chr6	22302326	22303326	PRL
chr6	22569066	22570066	HDGFL1
chr6	24125686	24126686	NRSN1
chr6	24356403	24357403	KAAG1
chr6	24357559	24358559	DCDC2
chr6	24402408	24403408	MRS2
chr6	24494367	24495367	ALDH5A1
chr6	24494705	24495705	GPLD1
chr6	24645691	24646691	KIAA0319
chr6	24666430	24667430	TDP2
chr6	24666535	24667535	ACOT13
chr6	24719498	24720498	C6orf62
chr6	24774431	24775431	GMNN
chr6	24798417	24799417	ARMH2
chr6	24809298	24810298	ENSG00000282804
chr6	25041670	25042670	RIPOR2
chr6	25278578	25279578	CARMIL1
chr6	25651701	25652701	SCGN
chr6	25726062	25727062	H2AC1
chr6	25726277	25727277	H2BC1
chr6	25754199	25755199	SLC17A4
chr6	25831552	25832552	SLC17A1
chr6	25881786	25882786	SLC17A3
chr6	25930191	25931191	SLC17A2
chr6	25962302	25963302	TRIM38
chr6	26017287	26018287	H1-1
chr6	26019951	26020951	H3C1
chr6	26021149	26022149	H4C1
chr6	26026783	26027783	H4C2
chr6	26031599	26032599	H3C2
chr6	26033118	26034118	H2AC4
chr6	26043213	26044213	H2BC3
chr6	26044884	26045884	H3C3
chr6	26055970	26056970	H1-2
chr6	26086781	26087781	HFE
chr6	26103433	26104433	H4C3
chr6	26107635	26108635	H1-6
chr6	26123426	26124426	H2BC4
chr6	26123645	26124645	H2AC6
chr6	26155829	26156829	H1-4
chr6	26157622	26158622	H2BC5
chr6	26171559	26172559	H2BC6
chr6	26188612	26189612	H4C4
chr6	26196786	26197786	H3C4
chr6	26198793	26199793	ENSG00000282988
chr6	26198793	26199793	H2AC7
chr6	26199016	26200016	H2BC7
chr6	26204110	26205110	H4C5
chr6	26216188	26217188	H2BC8
chr6	26216475	26217475	H2AC8
chr6	26223699	26224699	H3C6
chr6	26234487	26235487	H1-3
chr6	26239893	26240893	H4C6
chr6	26246496	26247496	H4C7
chr6	26250135	26251135	H3C7
chr6	26251114	26252114	H2BC9
chr6	26270913	26271913	H3C8
chr6	26272431	26273431	H2BC10
chr6	26285138	26286138	H4C8
chr6	26364659	26365659	BTN3A2
chr6	26382596	26383596	BTN2A2
chr6	26401737	26402737	BTN3A1
chr6	26439972	26440972	BTN3A3
chr6	26457404	26458404	BTN2A1
chr6	26499803	26500803	BTN1A1
chr6	26537866	26538866	HMGN4
chr6	26596453	26597453	ABT1
chr6	26659252	26660252	ZNF322
chr6	27132295	27133295	H2BC11
chr6	27132543	27133543	H2AC11
chr6	27138782	27139782	H4C9
chr6	27146355	27147355	H2BC12
chr6	27146606	27147606	H2AC12
chr6	27247201	27248201	PRSS16
chr6	27311773	27312773	POM121L2
chr6	27374115	27375115	ZNF391
chr6	27472618	27473618	ZNF184
chr6	27807429	27808429	H2BC13
chr6	27807673	27808673	H2AC13
chr6	27809551	27810551	H3C10
chr6	27814277	27815277	H2AC14
chr6	27814522	27815522	H2BC14
chr6	27823592	27824592	H4C11
chr6	27831060	27832060	H4C12
chr6	27837875	27838875	H2AC15
chr6	27838045	27839045	H2BC15
chr6	27864817	27865817	H2AC16
chr6	27867088	27868088	H1-5
chr6	27871846	27872846	H3C11
chr6	27873034	27874034	H4C13
chr6	27892606	27893606	H3C12
chr6	27892685	27893685	H2AC17
chr6	27892925	27893925	H2BC17
chr6	27911896	27912896	OR2B2
chr6	27956741	27957741	OR2B6
chr6	28080068	28081068	ZNF165
chr6	28107189	28108189	ZSCAN16
chr6	28141383	28142383	ZKSCAN8
chr6	28161269	28162269	ZKSCAN8P1
chr6	28224386	28225386	ZSCAN9
chr6	28251769	28252769	ZKSCAN4
chr6	28258797	28259797	NKAPL
chr6	28266558	28267558	ZSCAN26
chr6	28266621	28267621	ENSG00000276302
chr6	28281072	28282072	PGBD1
chr6	28349447	28350447	ZKSCAN3
chr6	28355771	28356771	ZSCAN31
chr6	28399247	28400247	ZSCAN12
chr6	28443002	28444002	ZSCAN23
chr6	28525381	28526381	GPX5
chr6	28527715	28528715	GPX6
chr6	28615712	28616712	ZBED9
chr6	28923488	28924488	TRIM27
chr6	29004816	29005816	ZNF311
chr6	29044675	29045675	OR2W1
chr6	29086813	29087813	OR2B3
chr6	29098990	29099990	OR2J1
chr6	29107558	29108558	OR2J3
chr6	29170407	29171407	OR2J2
chr6	29301201	29302201	OR14J1
chr6	29374791	29375791	OR12D3
chr6	29395131	29396131	OR12D2
chr6	29431467	29432467	OR5V1
chr6	29438806	29439806	OR10C1
chr6	29456571	29457571	OR11A1
chr6	29456655	29457655	OR2H1
chr6	29487456	29488456	MAS1L
chr6	29549907	29550907	OR2I1P
chr6	29559232	29560232	UBD
chr6	29584621	29585621	OR2H2
chr6	29633476	29634476	GABBR1
chr6	29656502	29657502	MOG
chr6	29680655	29681655	ZFP57
chr6	29722275	29723275	HLA-F
chr6	29826467	29827467	HLA-G
chr6	29940760	29941760	HLA-A
chr6	30058399	30059399	POLR1H
chr6	30066209	30067209	PPP1R11
chr6	30075349	30076349	RNF39
chr6	30112590	30113590	TRIM31
chr6	30135624	30136624	TRIM40
chr6	30160711	30161711	TRIM10
chr6	30162706	30163706	TRIM15
chr6	30212927	30213927	TRIM26
chr6	30325969	30326969	TRIM39
chr6	30328407	30329407	TRIM39-RPP21
chr6	30344631	30345631	RPP21
chr6	30489009	30490009	HLA-E
chr6	30555989	30556989	GNL1
chr6	30556780	30557780	PRR3
chr6	30570893	30571893	ABCF1
chr6	30617340	30618340	MRPS18B
chr6	30618112	30619112	PPP1R10
chr6	30626342	30627342	ATAT1
chr6	30646539	30647539	C6orf136
chr6	30672506	30673506	DHX16
chr6	30687395	30688395	PPP1R18
chr6	30690920	30691920	NRM
chr6	30716935	30717935	TUBB
chr6	30716947	30717947	MDC1
chr6	30742232	30743232	FLOT1
chr6	30744048	30745048	IER3
chr6	30875921	30876921	DDR1
chr6	30907707	30908707	GTF2H4
chr6	30913705	30914705	VARS2
chr6	30934023	30935023	MUCL3
chr6	30955136	30956136	SFTA2
chr6	30983218	30984218	MUC21
chr6	31009974	31010974	MUC22
chr6	31112075	31113075	C6orf15
chr6	31114250	31115250	PSORS1C1
chr6	31119946	31120946	CDSN
chr6	31138566	31139566	PSORS1C2
chr6	31157738	31158738	CCHCR1
chr6	31158047	31159047	TCF19
chr6	31180231	31181231	POU5F1
chr6	31271630	31272630	HLA-C
chr6	31356688	31357688	HLA-B
chr6	31399284	31400284	MICA
chr6	31494381	31495381	MICB
chr6	31528462	31529462	MCCD1
chr6	31541948	31542948	DDX39B
chr6	31546108	31547108	ATP6V1G2-DDX39B
chr6	31546370	31547370	NFKBIL1
chr6	31547927	31548927	ATP6V1G2
chr6	31571554	31572554	LTA
chr6	31575065	31576065	TNF
chr6	31582022	31583022	LTB
chr6	31585624	31586624	LST1
chr6	31592506	31593506	NCR3
chr6	31614717	31615717	AIF1
chr6	31620215	31621215	PRRC2A
chr6	31623374	31624374	ENSG00000289282
chr6	31651916	31652916	APOM
chr6	31652205	31653205	BAG6
chr6	31660278	31661278	C6orf47
chr6	31664727	31665727	CSNK2B
chr6	31665602	31666602	ENSG00000263020
chr6	31665783	31666783	GPANK1
chr6	31669667	31670667	LY6G5B
chr6	31683540	31684540	LY6G5C
chr6	31702856	31703856	ABHD16A
chr6	31706366	31707366	LY6G6F
chr6	31706404	31707404	LY6G6F-LY6G6D
chr6	31713565	31714565	LY6G6E
chr6	31713572	31714572	ENSG00000204422
chr6	31714848	31715848	LY6G6D
chr6	31718094	31719094	MPIG6B
chr6	31721246	31722246	LY6G6C
chr6	31730117	31731117	DDAH2
chr6	31739177	31740177	MSH5
chr6	31739263	31740263	CLIC1
chr6	31739520	31740520	MSH5-SAPCD1
chr6	31762496	31763496	SAPCD1
chr6	31776828	31777828	VWA7
chr6	31795252	31796252	VARS1
chr6	31806466	31807466	LSM2
chr6	31814783	31815783	HSPA1L
chr6	31815043	31816043	HSPA1A
chr6	31827238	31828238	HSPA1B
chr6	31862405	31863405	NEU1
chr6	31878546	31879546	SLC44A4
chr6	31897187	31898187	EHMT2
chr6	31897285	31898285	C2
chr6	31901586	31902586	ZBTB12
chr6	31927198	31928198	ENSG00000244255
chr6	31945150	31946150	CFB
chr6	31958538	31959538	NELFE
chr6	31958617	31959617	SKIV2L
chr6	31970591	31971591	STK19
chr6	31971790	31972790	DXO
chr6	31981557	31982557	C4A
chr6	32014295	32015295	C4B
chr6	32037827	32038827	CYP21A2
chr6	32114834	32115834	TNXB
chr6	32127753	32128753	ATF6B
chr6	32129788	32130788	FKBPL
chr6	32152583	32153583	PRRT1
chr6	32152941	32153941	PPT2
chr6	32153345	32154345	PPT2-EGFL8
chr6	32153873	32154873	ENSG00000285085
chr6	32164095	32165095	EGFL8
chr6	32177596	32178596	AGPAT1
chr6	32177905	32178905	RNF5
chr6	32183822	32184822	AGER
chr6	32189702	32190702	PBX2
chr6	32195023	32196023	GPSM3
chr6	32223567	32224567	NOTCH4
chr6	32371412	32372412	TSBP1
chr6	32406681	32407681	BTNL2
chr6	32439378	32440378	HLA-DRA
chr6	32529787	32530787	HLA-DRB5
chr6	32589348	32590348	HLA-DRB1
chr6	32627679	32628679	HLA-DQA1
chr6	32667883	32668883	HLA-DQB1
chr6	32740891	32741891	HLA-DQA2
chr6	32763032	32764032	HLA-DQB2
chr6	32819966	32820966	HLA-DOB
chr6	32838239	32839239	TAP2
chr6	32838322	32839322	ENSG00000250264
chr6	32843636	32844636	PSMB9
chr6	32844179	32845179	PSMB8
chr6	32853316	32854316	TAP1
chr6	32940528	32941528	HLA-DMB
chr6	32952622	32953622	ENSG00000248993
chr6	32968094	32969094	BRD2
chr6	32968594	32969594	HLA-DMA
chr6	33009091	33010091	HLA-DOA
chr6	33075490	33076490	HLA-DPB1
chr6	33080275	33081275	HLA-DPA1
chr6	33191999	33192999	COL11A2
chr6	33199945	33200945	SLC39A7
chr6	33200165	33201165	RXRB
chr6	33204155	33205155	HSD17B8
chr6	33208000	33209000	RING1
chr6	33271547	33272547	VPS52
chr6	33271575	33272575	RPS18
chr6	33276623	33277623	B3GALT4
chr6	33288747	33289747	WDR46
chr6	33288802	33289802	PFDN6
chr6	33298442	33299442	RGL2
chr6	33313754	33314754	TAPBP
chr6	33317442	33318442	ZBTB22
chr6	33322516	33323516	DAXX
chr6	33328779	33329779	SMIM40
chr6	33328786	33329786	ENSG00000285064
chr6	33391323	33392323	KIFC1
chr6	33409899	33410899	PHF1
chr6	33417817	33418817	CUTA
chr6	33419161	33420161	SYNGAP1
chr6	33453470	33454470	ZBTB9
chr6	33579793	33580793	BAK1
chr6	33619865	33620865	ITPR3
chr6	33711227	33712227	UQCC2
chr6	33746405	33747405	IP6K3
chr6	33788630	33789630	LEMD2
chr6	33803503	33804503	MLN
chr6	34155122	34156122	GRM4
chr6	34236373	34237373	HMGA1
chr6	34248608	34249608	SMIM29
chr6	34392169	34393169	NUDT3
chr6	34425569	34426569	RPS10
chr6	34425571	34426571	RPS10-NUDT3
chr6	34465561	34466561	PACSIN1
chr6	34555833	34556833	SPDEF
chr6	34696359	34697359	ILRUN
chr6	34757005	34758005	SNRPC
chr6	34791583	34792583	UHRF1BP1
chr6	34888692	34889692	TAF11
chr6	34888755	34889755	ANKS1A
chr6	35148110	35149110	TCP11
chr6	35213456	35214456	SCUBE3
chr6	35258409	35259409	ZNF76
chr6	35297318	35298318	DEF6
chr6	35342058	35343058	PPARD
chr6	35451838	35452838	FANCE
chr6	35467901	35468901	RPL10A
chr6	35496579	35497579	TEAD3
chr6	35512396	35513396	TULP1
chr6	35728083	35729083	FKBP5
chr6	35736532	35737532	ARMC12
chr6	35776094	35777094	CLPSL2
chr6	35780519	35781519	CLPSL1
chr6	35796706	35797706	LHFPL5
chr6	35796844	35797844	CLPS
chr6	35920842	35921842	SRPK1
chr6	36024368	36025368	SLC26A8
chr6	36027177	36028177	MAPK14
chr6	36127309	36128309	MAPK13
chr6	36196244	36197244	BRPF3
chr6	36242703	36243703	PNPLA1
chr6	36336388	36337388	BNIP5
chr6	36387300	36388300	ETV7
chr6	36442267	36443267	KCTD20
chr6	36442354	36443354	PXT1
chr6	36546979	36547979	STK38
chr6	36593853	36594853	SRSF3
chr6	36675960	36676960	CDKN1A
chr6	36697326	36698326	RAB44
chr6	36838944	36839944	CPNE5
chr6	36871370	36872370	C6orf89
chr6	36874303	36875303	PPIL1
chr6	36947763	36948763	PI16
chr6	36985798	36986798	MTCH1
chr6	37005146	37006146	FGD2
chr6	37169652	37170652	PIM1
chr6	37257137	37258137	ENSG00000286105
chr6	37257272	37258272	TBC1D22B
chr6	37257655	37258655	TMEM217
chr6	37353479	37354479	RNF8
chr6	37432719	37433719	CMTR1
chr6	37499393	37500393	CCDC167
chr6	37698806	37699806	MDGA1
chr6	37819227	37820227	ZFAND3
chr6	38639648	38640648	BTBD9
chr6	38702645	38703645	GLO1
chr6	38714811	38715811	DNAH8
chr6	39048281	39049281	GLP1R
chr6	39114686	39115686	SAYSD1
chr6	39228975	39229975	KCNK5
chr6	39313961	39314961	KCNK17
chr6	39322468	39323468	KCNK16
chr6	39724908	39725908	KIF6
chr6	39791798	39792798	DAAM2
chr6	39934051	39935051	MOCS1
chr6	40586864	40587864	LRFN2
chr6	41038721	41039721	UNC5CL
chr6	41041967	41042967	TSPO2
chr6	41052702	41053702	APOBEC2
chr6	41072474	41073474	NFYA
chr6	41097287	41098287	OARD1
chr6	41153847	41154847	TREML1
chr6	41162686	41163686	TREM2
chr6	41200649	41201649	TREML2
chr6	41227839	41228839	TREML4
chr6	41286182	41287182	TREM1
chr6	41335108	41336108	NCR2
chr6	41545881	41546881	FOXP4
chr6	41636382	41637382	MDFI
chr6	41735759	41736759	TFEB
chr6	41753609	41754609	PGC
chr6	41779849	41780849	ENSG00000124593
chr6	41780282	41781282	PRICKLE4
chr6	41786042	41787042	FRS3
chr6	41787162	41788162	TOMM6
chr6	41894875	41895875	USP49
chr6	41920639	41921639	ENSG00000288721
chr6	41920639	41921639	MED20
chr6	41920999	41921999	BYSL
chr6	42049857	42050857	CCND3
chr6	42050013	42051013	TAF8
chr6	42142120	42143120	C6orf132
chr6	42154906	42155906	GUCA1A
chr6	42154906	42155906	GUCA1ANB
chr6	42194456	42195456	GUCA1B
chr6	42217361	42218361	MRPS10
chr6	42451551	42452551	TRERF1
chr6	42563529	42564529	UBR2
chr6	42722097	42723097	PRPH2
chr6	42745603	42746603	TBCC
chr6	42746458	42747458	BICRAL
